712,0.00038474,0.00035102,1.70E-05,1.91E-06
713,0.00036257,0.00034474,1.16E-05,3.31E-06
714,0.00036263,0.00033201,1.15E-05,2.93E-06
715,0.00035213,0.0003227,1.32E-05,0
716,0.00034756,0.00031463,1.33E-05,0
717,0.00033717,0.00031066,1.22E-05,5.92E-07
718,0.00032776,0.00030109,1.66E-05,0
719,0.0003088,0.00028298,8.07E-06,0
720,0.00030374,0.00026978,1.10E-05,7.48E-07
721,0.0002967,0.00026271,1.11E-05,3.78E-06
722,0.0002877,0.00025944,9.41E-06,6.60E-06
723,0.00027514,0.00026208,8.26E-06,0
724,0.00026712,0.00024691,9.58E-06,2.01E-06
725,0.00025837,0.00024301,1.36E-05,1.53E-06
726,0.0002452,0.00022628,1.00E-05,2.51E-06
727,0.00024188,0.00022662,5.55E-06,0
728,0.00023455,0.0002194,4.69E-06,0
729,0.00022772,0.00021529,9.24E-06,5.22E-06
730,0.00021701,0.00020748,3.46E-06,3.65E-06
731,0.00021755,0.00020528,1.06E-05,0
732,0.00021125,0.00019645,1.35E-05,8.65E-07
733,0.00021686,0.00018622,9.71E-06,3.94E-06
734,0.00021651,0.00018757,6.03E-06,1.34E-06
735,0.0001952,0.0001823,6.32E-06,0
736,0.00019538,0.00017732,8.17E-06,2.61E-07
737,0.00018789,0.00017422,8.87E-06,1.96E-06
738,0.00018611,0.00016501,1.01E-05,8.90E-07
739,0.00018923,0.0001621,4.79E-06,0
740,0.00018166,0.0001668,6.53E-06,3.50E-07
741,0.00017782,0.00015347,1.21E-05,1.53E-06
742,0.00016779,0.0001504,1.17E-05,7.47E-06
743,0.00016286,0.00014333,1.22E-05,3.35E-06
744,0.00016466,0.00014533,1.32E-05,7.69E-07
745,0.00016322,0.0001364,1.67E-05,5.36E-06
746,0.00015072,0.00013662,1.24E-05,2.45E-06
747,0.00015425,0.00013446,6.14E-06,0
748,0.0001441,0.0001283,1.07E-05,9.64E-06
749,0.0001324,0.00012956,1.40E-05,4.07E-06
750,0.00013553,0.00012741,1.41E-05,6.90E-06
751,0.00014411,0.00012233,1.42E-05,9.78E-06
752,0.0001413,0.00012061,1.73E-05,2.40E-06
753,0.00013464,0.00012045,2.08E-05,1.20E-06
754,0.00012489,0.00011993,1.44E-05,3.94E-06
755,0.00013037,0.00011499,1.65E-05,8.18E-06
756,0.0001398,0.00011245,2.12E-05,1.06E-05
757,0.00013171,0.00011529,1.80E-05,7.73E-06
758,0.00011791,0.00010566,1.53E-05,1.28E-05
759,0.00011705,0.00010043,1.52E-05,5.50E-06
760,0.00011578,9.95E-05,1.71E-05,3.80E-06
761,0.00011737,9.48E-05,1.41E-05,1.28E-07
762,0.000111,9.47E-05,2.18E-05,1.56E-05
763,0.00010907,8.87E-05,2.37E-05,8.29E-06
764,0.00010707,8.78E-05,2.29E-05,8.41E-06
765,0.00010779,8.99E-05,1.85E-05,1.40E-05
766,0.00010315,8.86E-05,2.14E-05,1.25E-05
767,0.00010263,8.80E-05,2.15E-05,1.59E-05
768,0.00010519,8.35E-05,2.41E-05,1.14E-05
769,0.00010985,8.22E-05,2.08E-05,1.23E-05
770,0.00010326,8.02E-05,2.36E-05,1.21E-05
771,9.84E-05,7.60E-05,2.29E-05,8.30E-06
772,8.93E-05,7.67E-05,2.29E-05,1.60E-05
773,9.18E-05,7.68E-05,2.48E-05,1.96E-05
774,7.86E-05,7.59E-05,2.69E-05,1.36E-05
775,8.74E-05,7.67E-05,2.44E-05,9.74E-06
776,8.63E-05,7.10E-05,2.65E-05,1.64E-05
777,8.41E-05,6.84E-05,2.81E-05,1.13E-05
778,7.71E-05,7.07E-05,3.01E-05,1.39E-05
779,9.30E-05,7.26E-05,2.50E-05,2.54E-05
780,7.43E-05,6.71E-05,3.06E-05,1.48E-05
781,7.81E-05,6.87E-05,3.23E-05,1.83E-05
782,8.58E-05,6.93E-05,3.36E-05,2.25E-05
783,8.16E-05,6.82E-05,3.15E-05,2.59E-05
784,7.83E-05,6.34E-05,3.12E-05,1.97E-05
785,7.95E-05,6.86E-05,3.34E-05,1.82E-05
786,8.34E-05,6.41E-05,3.62E-05,2.18E-05
787,7.97E-05,5.86E-05,3.83E-05,2.20E-05
788,8.63E-05,6.47E-05,3.62E-05,2.63E-05
789,7.59E-05,6.53E-05,4.96E-05,3.25E-05
790,7.92E-05,6.38E-05,4.21E-05,2.98E-05
791,8.25E-05,6.32E-05,4.37E-05,3.58E-05
792,7.32E-05,6.52E-05,4.17E-05,3.54E-05
793,7.67E-05,6.53E-05,4.70E-05,2.80E-05
794,7.93E-05,6.26E-05,4.78E-05,2.82E-05
795,8.75E-05,6.21E-05,5.16E-05,4.03E-05
796,7.59E-05,6.67E-05,4.47E-05,4.51E-05
797,7.82E-05,6.42E-05,4.99E-05,3.62E-05
798,8.43E-05,6.81E-05,5.07E-05,4.56E-05
799,8.61E-05,7.46E-05,5.43E-05,4.77E-05
800,8.48E-05,6.66E-05,5.70E-05,4.59E-05
801,7.82E-05,6.90E-05,5.70E-05,4.77E-05
802,8.84E-05,7.34E-05,6.32E-05,5.19E-05
803,9.60E-05,7.56E-05,6.49E-05,5.84E-05
804,8.43E-05,7.53E-05,7.52E-05,6.00E-05
805,8.88E-05,7.81E-05,6.76E-05,5.88E-05
806,9.77E-05,7.38E-05,6.99E-05,6.27E-05
